Hour,Microgrid,Load,Bus,P_kW,Q_kvar
6,FEEDER,s98a,x98,18.30818892822385,9.154225277587175
6,FEEDER,s99b,x99,17.471773086459397,8.735474415649525
6,FEEDER,s100c,x100,20.344937244763756,10.172366354138823
6,MG3,add44,44,779.9976399160555,233.9954495234694
6,MG4,add108,108,781.4488305673071,234.43004368879176
7,FEEDER,s1a,x1,19.711978647049897,9.855984384720632
7,FEEDER,s2b,x2,9.855949775040697,4.927863797810282
7,FEEDER,s4c,x4,19.712007345436575,9.855957758156864
7,FEEDER,s5c,x5,9.807663090457595,4.9038099661434265
7,FEEDER,s6c,x6,19.508275387343406,9.754096411516272
7,FEEDER,s7a,x7,9.85598300103265,4.9279977218692395
7,FEEDER,s9a,x9,19.711957040643583,9.85600243381442
7,FEEDER,s10a,x10,9.687733588085282,4.843880261923298
7,FEEDER,s11a,x11,19.04508182485691,9.522569782902105
7,FEEDER,s12b,x12,9.855928941536904,4.927829929771497
7,FEEDER,s16c,x16,19.712046089780824,9.855948622690383
7,FEEDER,s17c,x17,9.856023158937075,4.927974429829412
7,FEEDER,s19a,x19,19.711937636205672,9.856009665880588
7,FEEDER,s20a,x20,19.205876768847506,9.602982482912195
7,MG1,s22b,x22,33.10931522264839,16.554164929245957
7,MG1,s24c,x24,34.00004970121252,16.999865231984504
7,MG1,s28a,x28,32.90586960377955,16.453003952072343
7,MG1,s29b,x29,0.0,0.0
7,MG1,s30c,x30,34.00004927713582,16.99986330521348
7,MG1,s31c,x31,8.500018794120663,4.2499740380840505
7,MG1,s32c,x32,8.500018708105912,4.24997395181016
7,MG1,s33a,x33,33.26691348052863,16.633525406083038
7,FEEDER,s34c,x34,19.122176647290093,9.561019854625949
7,FEEDER,s52a,x52,19.711931841452806,9.856031464173483
7,FEEDER,s53a,x53,19.711925424121684,9.856040312279568
7,FEEDER,s55a,x55,9.360282232043282,4.68018531994247
7,FEEDER,s56b,x56,9.8558989974835,4.927779377099007
7,FEEDER,s58b,x58,9.815613030240115,4.9076271728081755
7,FEEDER,s59b,x59,9.85587687098974,4.927746905703616
7,FEEDER,s60a,x60,9.85594910317168,4.928043560064551
7,FEEDER,s62c,x62,18.72812994632007,9.363950128662717
7,FEEDER,s63a,x63,19.71189742035784,9.856087467830525
7,FEEDER,s64b,x64,36.386405303944834,16.97955999039311
7,FEEDER,s65a,x65,11.436838958822431,1.0115809071140633
7,FEEDER,s65b,x65,11.612608317253347,1.1370325233081016
7,FEEDER,s65c,x65,23.47526207777664,2.4529572075515063
7,FEEDER,s66c,x66,36.960272640124444,17.247909187497534
7,FEEDER,s68a,x68,10.166122647497302,5.083144807322933
7,FEEDER,s69a,x69,20.299170799537716,10.14975212700159
7,FEEDER,s70a,x70,10.13787133320689,5.069018945226632
7,FEEDER,s71a,x71,20.26253430700266,10.13143361489803
7,MG2,s73c,x73,34.92038835722313,17.459963326856325
7,MG2,s74c,x74,38.26595097179099,19.132724896684525
7,MG2,s75c,x75,34.760653237344485,17.380096585598597
7,MG2,s76a,x76,68.182862842544,4.257220377928323
7,MG2,s76b,x76,42.70978459365579,2.818278545693014
7,MG2,s76c,x76,43.918907552555936,4.766983198491034
7,MG2,s77b,x77,33.999343597529645,16.998777004846755
7,MG2,s79a,x79,38.214063251001086,19.10736249413593
7,MG2,s80b,x80,33.99933469403461,16.998762706573842
7,MG2,s82a,x82,35.034729595390004,17.517677126783603
7,MG2,s83a,x83,0.0,0.0
7,MG2,s84c,x84,17.58917214157451,8.794462706455302
7,MG2,s85c,x85,35.110892300635534,17.555199739714862
7,MG2,s86b,x86,16.999663732501876,8.499382784124252
7,MG2,s87b,x87,33.9993133352678,16.99874022437266
7,MG2,s88a,x88,34.65372337022408,17.327175970308627
7,MG2,s90b,x90,33.131188001750225,16.56476768591995
7,MG2,s92c,x92,35.29542645877303,17.64745805809597
7,MG2,s94a,x94,34.55916826646658,17.27990422383746
7,MG2,s95b,x95,16.999649332994352,8.499356584833313
7,MG2,s96b,x96,16.99964769199755,8.499354935309254
7,FEEDER,s98a,x98,20.313649405962103,10.156998609131223
7,FEEDER,s99b,x99,19.711669211124637,9.855343539556541
7,FEEDER,s100c,x100,22.584881785401816,11.292290842158621
7,MG3,add44,44,849.996873696954,254.99464684587554
7,MG4,add108,108,845.8820732898721,253.75923231575007
8,FEEDER,s1a,x1,21.279981513033672,10.639989750594621
8,FEEDER,s2b,x2,10.639946632956093,5.319872022042046
8,FEEDER,s4c,x4,21.280005977055154,10.63995742674262
8,FEEDER,s5c,x5,10.547820017619555,5.273888630943761
8,FEEDER,s6c,x6,20.9020337935208,10.450976079576604
8,FEEDER,s7a,x7,10.639985316046616,5.320000733149211
8,FEEDER,s9a,x9,21.279962885688995,10.64000894057554
8,FEEDER,s10a,x10,10.412195520161848,5.206112761486531
8,FEEDER,s11a,x11,20.38096947683119,10.190516170515679
8,FEEDER,s12b,x12,10.639925111733868,5.319840465963581
8,FEEDER,s16c,x16,21.28004266683342,10.639945906089892
8,FEEDER,s17c,x17,10.64002144303349,5.319973064977987
8,FEEDER,s19a,x19,21.279946415241298,10.640018152338504
8,FEEDER,s20a,x20,20.63271208906625,10.316403482777055
8,MG1,s22b,x22,36.64615261130655,18.32262400624652
8,MG1,s24c,x24,38.000042551615515,18.999853078568787
8,MG1,s28a,x28,36.55432636181133,18.277240383191064
8,MG1,s29b,x29,0.0,0.0
8,MG1,s30c,x30,38.000041860179856,18.999850875712163
8,MG1,s31c,x31,9.500017629851966,4.749971647693207
8,MG1,s32c,x32,9.500017537883465,4.749971556445934
8,MG1,s33a,x33,36.94797095004223,18.474062401037543
8,FEEDER,s34c,x34,20.45579896612357,10.227830421067205
8,FEEDER,s52a,x52,21.279941083514384,10.640038815136991
8,FEEDER,s53a,x53,21.27993549700976,10.640047756939891
8,FEEDER,s55a,x55,10.003674075802941,5.001881369052964
8,FEEDER,s56b,x56,10.639893980753282,5.3197938595699945
8,FEEDER,s58b,x58,10.554500147253654,5.277089805912455
8,FEEDER,s59b,x59,10.639871165316558,5.319762422736425
8,FEEDER,s60a,x60,10.639956224242932,5.320047432852275
8,FEEDER,s62c,x62,19.9913617763623,9.995562204915169
8,FEEDER,s63a,x63,21.27991177767778,10.640095260406332
8,FEEDER,s64b,x64,39.08458041566513,18.238789887890874
8,FEEDER,s65a,x65,12.202357581293557,1.0726318556089995
8,FEEDER,s65b,x65,12.409431079022571,1.2204521928314385
8,FEEDER,s65c,x65,25.07310052264642,2.6227765949963615
8,FEEDER,s66c,x66,39.90025820824956,18.619892861115066
8,FEEDER,s68a,x68,10.847388846743867,5.423776437408808
8,FEEDER,s69a,x69,21.656745392990047,10.828536483079619
8,FEEDER,s70a,x70,10.814903818835676,5.407533717162533
8,FEEDER,s71a,x71,21.61462135378853,10.807474195910588
8,MG2,s73c,x73,38.49622467407903,19.247865397976028
8,MG2,s74c,x74,42.15471499374937,21.077089716154944
8,MG2,s75c,x75,38.29995192193085,19.149730022561577
8,MG2,s76a,x76,75.70762613536596,4.6861626049482075
8,MG2,s76b,x76,47.42200482237517,3.1302326908414746
8,MG2,s76c,x76,48.51877914235672,5.291710360780133
8,MG2,s77b,x77,37.999281930631696,18.998790180527788
8,MG2,s79a,x79,42.09609730154932,21.048384003956453
8,MG2,s80b,x80,37.999272049424015,18.998774674143252
8,MG2,s82a,x82,38.6063589705493,19.30349678747265
8,MG2,s83a,x83,0.0,0.0
8,MG2,s84c,x84,19.384394431510017,9.69206516987422
8,MG2,s85c,x85,38.68591512478763,19.34269386566866
8,MG2,s86b,x86,18.999631997713553,9.499391394865924
8,MG2,s87b,x87,37.99924806424106,18.998754639738806
8,MG2,s88a,x88,38.18663146499467,19.093634477848013
8,MG2,s90b,x90,36.773317993004056,18.385891550776652
8,MG2,s92c,x92,38.93662898747014,19.468040238612268
8,MG2,s94a,x94,38.075803171432895,19.03822659179284
8,MG2,s95b,x95,18.99961571480339,9.49936225785487
8,MG2,s96b,x96,18.999613865251597,9.499360406255915
8,FEEDER,s98a,x98,21.673398415333438,10.836870140551197
8,FEEDER,s99b,x99,21.27965424627733,10.639381765492256
8,FEEDER,s100c,x100,24.103023793538274,12.051356667077364
8,MG3,add44,44,899.9969510951612,269.9951776663736
8,MG4,add108,108,901.3530659740968,270.40101836342876
9,FEEDER,s1a,x1,21.951818497221076,10.975755652065388
9,FEEDER,s2b,x2,10.975820812347656,5.48760223958052
9,FEEDER,s4c,x4,21.951934840443514,10.975673588307417
9,FEEDER,s5c,x5,10.860244177264036,5.429986898270554
9,FEEDER,s6c,x6,21.48085175959609,10.740172042141054
9,FEEDER,s7a,x7,10.975884361999135,5.48788117622506
9,FEEDER,s9a,x9,21.951732029289154,10.975763735993787
9,FEEDER,s10a,x10,10.717374695783672,5.358651282736118
9,FEEDER,s11a,x11,20.933454637178745,10.46667768579171
9,FEEDER,s12b,x12,10.975757811520074,5.48751255938601
9,FEEDER,s16c,x16,21.951993507586707,10.975576377260666
9,FEEDER,s17c,x17,10.97599780871496,5.48778929022661
9,FEEDER,s19a,x19,21.951666742408396,10.975710968463817
9,FEEDER,s20a,x20,21.231113376947473,10.61547168278544
9,MG1,s22b,x22,38.37184640266451,19.184597524030437
9,MG1,s24c,x24,39.99962267037689,19.998766296136672
9,MG1,s28a,x28,38.35544532332883,19.177514316908884
9,MG1,s29b,x29,0.0,0.0
9,MG1,s30c,x30,39.999622234452374,19.998750773461055
9,MG1,s31c,x31,9.999965138136341,4.999764248700507
9,MG1,s32c,x32,9.999964255171369,4.999763344665409
9,MG1,s33a,x33,38.764880817403444,19.38221529275999
9,FEEDER,s34c,x34,21.004566116983174,10.501921037376583
9,FEEDER,s52a,x52,21.951635127175702,10.975822995319024
9,FEEDER,s53a,x53,21.951609852311183,10.975847854745407
9,FEEDER,s55a,x55,10.269267875469438,5.134695474667154
9,FEEDER,s56b,x56,10.975664161895445,5.487374010949373
9,FEEDER,s58b,x58,10.86561427473415,5.43232872732958
9,FEEDER,s59b,x59,10.975590209033413,5.487274711302669
9,FEEDER,s60a,x60,10.975746943054329,5.487991200842854
9,FEEDER,s62c,x62,20.510268638809947,10.254625963140494
9,FEEDER,s63a,x63,21.951488169239234,10.975980074522196
9,FEEDER,s64b,x64,40.219128877202444,18.766890854044078
9,FEEDER,s65a,x65,12.516530401262353,1.0969925760305914
9,FEEDER,s65b,x65,12.738677405725078,1.2554776971141788
9,FEEDER,s65c,x65,25.72980423498717,2.6918919860137014
9,FEEDER,s66c,x66,41.16051891345286,19.207202180792716
9,FEEDER,s68a,x68,11.12790729117883,5.5641361518385875
9,FEEDER,s69a,x69,22.215595178197603,11.108161873957929
9,FEEDER,s70a,x70,11.093554664137976,5.546959216750723
9,FEEDER,s71a,x71,22.171050631212275,11.08588879431298
9,MG2,s73c,x73,40.24845235581189,20.12317521977397
9,MG2,s74c,x74,44.05800780572884,22.027857427933828
9,MG2,s75c,x75,40.03272649893378,20.015317482987747
9,MG2,s76a,x76,79.43461223409669,4.895175239254121
9,MG2,s76b,x76,49.75763844861352,3.285217220909998
9,MG2,s76c,x76,50.77809017877879,5.549309154564923
9,MG2,s77b,x77,39.9976338932075,19.996171533659005
9,MG2,s79a,x79,44.000201919727786,22.00088301548855
9,MG2,s80b,x80,39.99760242598501,19.99612077273369
9,MG2,s82a,x82,40.35920380729082,20.18033904568355
9,MG2,s83a,x83,0.0,0.0
9,MG2,s84c,x84,20.263858795614613,10.131377825845858
9,MG2,s85c,x85,40.436632698852115,20.21721541743657
9,MG2,s86b,x86,19.998795589474966,9.998083118796146
9,MG2,s87b,x87,39.99755110601722,19.99607630908544
9,MG2,s88a,x88,39.99886435444353,19.999948598598486
9,MG2,s90b,x90,38.57679446061085,19.286031177039348
9,MG2,s92c,x92,40.725452233815375,20.361624222040714
9,MG2,s94a,x94,39.9987682785251,19.999841447915244
9,MG2,s95b,x95,19.99875384431214,9.997990351963844
9,MG2,s96b,x96,19.99874756848084,9.997984169065315
9,FEEDER,s98a,x98,22.23241441773554,11.116593317906865
9,FEEDER,s99b,x99,21.950897043980863,10.974104650247849
9,FEEDER,s100c,x100,24.726335594292635,12.362517920312447
9,MG3,add44,44,939.9853758677048,281.9780255190388
9,MG4,add108,108,939.0013768897666,281.6817809869211
10,FEEDER,s1a,x1,22.3998967998212,11.199805628875994
10,FEEDER,s2b,x2,11.199974329961117,5.599937326688072
10,FEEDER,s4c,x4,22.3999489447178,11.19987091226494
10,FEEDER,s5c,x5,11.072537766902961,5.536222595915939
10,FEEDER,s6c,x6,21.88250203591891,10.94116612857968
10,FEEDER,s7a,x7,11.19993789274034,5.5998908655057
10,FEEDER,s9a,x9,22.39985974081931,11.199763717523961
10,FEEDER,s10a,x10,10.921202984909353,5.460529258813783
10,FEEDER,s11a,x11,21.303179174735195,10.651461554640358
10,FEEDER,s12b,x12,11.199971244136975,5.599926807816573
10,FEEDER,s16c,x16,22.39992687102659,11.199838363500865
10,FEEDER,s17c,x17,11.199963996443193,5.5999197674708014
10,FEEDER,s19a,x19,22.399822026706662,11.19967729716162
10,FEEDER,s20a,x20,21.62601015406889,10.812802907754369
10,MG1,s22b,x22,37.573262351818215,18.786441010049966
10,MG1,s24c,x24,39.199734531940685,19.59957677720056
10,MG1,s28a,x28,37.53995235209969,18.76959991518791
10,MG1,s29b,x29,0.0,0.0
10,MG1,s30c,x30,39.199721146545464,19.59955428518896
10,MG1,s31c,x31,9.799950138042743,4.899914523187036
10,MG1,s32c,x32,9.799949785909364,4.899914169916054
10,MG1,s33a,x33,37.94407320515772,18.97165105891689
10,FEEDER,s34c,x34,21.38914390604533,10.694474226016885
10,FEEDER,s52a,x52,22.399827246901935,11.199748279430624
10,FEEDER,s53a,x53,22.399820255603803,11.199751590975872
10,FEEDER,s55a,x55,10.448234268136552,5.224062691104442
10,FEEDER,s56b,x56,11.199965877161253,5.5999102501521705
10,FEEDER,s58b,x58,11.080319841933928,5.5400842074079515
10,FEEDER,s59b,x59,11.199953634253312,5.599892870234974
10,FEEDER,s60a,x60,11.199893280065163,5.599887560825098
10,FEEDER,s62c,x62,20.888964349761814,10.444380964914865
10,FEEDER,s63a,x63,22.39978333647194,11.199772570000729
10,FEEDER,s64b,x64,41.011585540987944,19.138417555474
10,FEEDER,s65a,x65,12.742339381587124,1.114947247240947
10,FEEDER,s65b,x65,12.972621947109307,1.279460110996046
10,FEEDER,s65c,x65,26.2050897871853,2.744505405073676
10,FEEDER,s66c,x66,41.99993593486425,19.59973946821869
10,FEEDER,s68a,x68,11.32171036925249,5.660819771533647
10,FEEDER,s69a,x69,22.601684390684568,11.300771345886252
10,FEEDER,s70a,x70,11.286062420152412,5.642995777058788
10,FEEDER,s71a,x71,22.555461081559187,11.277659665382846
10,MG2,s73c,x73,39.42154247992533,19.71057382619148
10,MG2,s74c,x74,43.158878178765754,21.5792264699395
10,MG2,s75c,x75,39.21436798063553,19.606987323014817
10,MG2,s76a,x76,77.80274015864806,4.786106877801813
10,MG2,s76b,x76,48.7346167041046,3.2185844522732516
10,MG2,s76c,x76,49.72362174169828,5.440505210784711
10,MG2,s77b,x77,39.1997658850085,19.599511958274697
10,MG2,s79a,x79,43.0499945125122,21.52487242226401
10,MG2,s80b,x80,39.1997646166702,19.599508626175826
10,MG2,s82a,x82,39.48485882304206,19.742310978119356
10,MG2,s83a,x83,0.0,0.0
10,MG2,s84c,x84,19.849180607659324,9.924490018950605
10,MG2,s85c,x85,39.610883684162935,19.805241529114152
10,MG2,s86b,x86,19.59988916108539,9.799765430298038
10,MG2,s87b,x87,39.19978401636891,19.599530570686817
10,MG2,s88a,x88,39.19955258405226,19.59955350526007
10,MG2,s90b,x90,37.81682764246881,18.90807545476761
10,MG2,s92c,x92,39.89075891855641,19.945194571259904
10,MG2,s94a,x94,39.19954477826489,19.59954165794827
10,MG2,s95b,x95,19.599894371198953,9.799765151743177
10,MG2,s96b,x96,19.599894324341694,9.799765229168624
10,FEEDER,s98a,x98,22.618486760319925,11.30917637039095
10,FEEDER,s99b,x99,22.399870178477258,11.199718375562963
10,FEEDER,s100c,x100,25.183844581517754,12.59179701225464
10,MG3,add44,44,959.9951913351797,287.9923501213606
10,MG4,add108,108,968.2012597168748,290.45550342050694
11,FEEDER,s1a,x1,23.072000000035676,11.536000000042444
11,FEEDER,s2b,x2,11.536000000011994,5.767999999998003
11,FEEDER,s4c,x4,23.07200000001736,11.536000000005506
11,FEEDER,s5c,x5,11.619955719527297,5.809977859762118
11,FEEDER,s6c,x6,23.387385879163023,11.69369293957857
11,FEEDER,s7a,x7,11.536000000018387,5.7680000000215985
11,FEEDER,s9a,x9,23.072000000037523,11.536000000043714
11,FEEDER,s10a,x10,11.499192092712383,5.749596046368629
11,FEEDER,s11a,x11,22.91799402965325,11.458997014851416
11,FEEDER,s12b,x12,11.53600000001162,5.767999999998364
11,FEEDER,s16c,x16,23.072000000015517,11.536000000004043
11,FEEDER,s17c,x17,11.53600000000776,5.76800000000203
11,FEEDER,s19a,x19,23.0720000000386,11.53600000004447
11,FEEDER,s20a,x20,22.937299136189875,11.468649568119963
11,MG1,s22b,x22,35.13663454246246,17.568317271233376
11,MG1,s24c,x24,36.800000000020354,18.39999999997166
11,MG1,s28a,x28,35.79188115860983,17.895940579304362
11,MG1,s29b,x29,0.0,0.0
11,MG1,s30c,x30,36.80000000001922,18.39999999997695
11,MG1,s31c,x31,9.200000000005039,4.599999999992885
11,MG1,s32c,x32,9.200000000005042,4.599999999992886
11,MG1,s33a,x33,36.17992712152951,18.089963560764108
11,FEEDER,s34c,x34,23.277044288469362,11.638522144231237
11,FEEDER,s52a,x52,23.07200000004012,11.536000000045522
11,FEEDER,s53a,x53,23.07200000004086,11.53600000004604
11,FEEDER,s55a,x55,11.360128863016712,5.680064431521021
11,FEEDER,s56b,x56,11.536000000010853,5.767999999999054
11,FEEDER,s58b,x58,11.769999222919708,5.884999611453715
11,FEEDER,s59b,x59,11.536000000010644,5.767999999999311
11,FEEDER,s60a,x60,11.536000000022792,5.76800000002459
11,FEEDER,s62c,x62,23.007024586262485,11.503512293126274
11,FEEDER,s63a,x63,23.072000000045584,11.536000000049153
11,FEEDER,s64b,x64,43.80049497612269,20.440230988838017
11,FEEDER,s65a,x65,14.099334177552475,1.2873456777506453
11,FEEDER,s65b,x65,14.261861765076342,1.4034368116713314
11,FEEDER,s65c,x65,28.6515566938043,2.8981830259726196
11,FEEDER,s66c,x66,43.260000000021634,20.188000000000418
11,FEEDER,s68a,x68,12.349578958185248,6.17478947910672
11,FEEDER,s69a,x69,24.65229732943148,12.326148664743876
11,FEEDER,s70a,x70,12.309554864264275,6.154777432146182
11,FEEDER,s71a,x71,24.600401095486585,12.300200547771365
11,MG2,s73c,x73,36.80000026191982,18.400000304534636
11,MG2,s74c,x74,35.663201346583186,17.83160075248316
11,MG2,s75c,x75,36.80000028423036,18.400000328563273
11,MG2,s76a,x76,68.64452965698645,2.8882529273822986
11,MG2,s76b,x76,45.1053902757229,4.365398481423188
11,MG2,s76c,x76,45.19684305634907,4.438937585384837
11,MG2,s77b,x77,36.8000003002406,18.400000324653572
11,MG2,s79a,x79,36.13360437611705,18.0668022060601
11,MG2,s80b,x80,36.80000030668405,18.400000330975914
11,MG2,s82a,x82,36.800000204172335,18.400000204063783
11,MG2,s83a,x83,0.0,0.0
11,MG2,s84c,x84,18.400000133957217,9.200000161137153
11,MG2,s85c,x85,36.8000002816577,18.40000033710678
11,MG2,s86b,x86,18.40000017833923,9.200000181292774
11,MG2,s87b,x87,36.80000037805189,18.400000391053197
11,MG2,s88a,x88,36.80000026275509,18.40000023296142
11,MG2,s90b,x90,36.14108795236385,18.070544100398642
11,MG2,s92c,x92,36.80000026290816,18.40000030139428
11,MG2,s94a,x94,36.80000028516441,18.400000253224345
11,MG2,s95b,x95,18.40000020439183,9.200000213025467
11,MG2,s96b,x96,18.40000020638354,9.200000215172361
11,FEEDER,s98a,x98,24.730077313467334,12.365038656761879
11,FEEDER,s99b,x99,23.072000000020456,11.53599999999993
11,FEEDER,s100c,x100,27.852943572862273,13.926471786425129
11,MG3,add44,44,980.0000000000008,293.9999999999991
11,MG4,add108,108,970.0000000000007,290.99999999999807
12,FEEDER,s1a,x1,23.520001594075442,11.760026268652268
12,FEEDER,s2b,x2,11.759953455744137,5.879885914286354
12,FEEDER,s4c,x4,23.520023464671343,11.76000305152877
12,FEEDER,s5c,x5,11.618458319766031,5.809224624305575
12,FEEDER,s6c,x6,22.94595193913427,11.472966540186576
12,FEEDER,s7a,x7,11.75999690215577,5.880020777804165
12,FEEDER,s9a,x9,23.519988525710687,11.760051819540552
12,FEEDER,s10a,x10,11.446642181682307,5.723348768979069
12,FEEDER,s11a,x11,22.289098119812827,11.144602381406996
12,FEEDER,s12b,x12,11.759933724326089,5.879856005250482
12,FEEDER,s16c,x16,23.52006855146329,11.760007845423504
12,FEEDER,s17c,x17,11.760034210579226,5.880003854540005
12,FEEDER,s19a,x19,23.519970514612236,11.760074672739455
12,FEEDER,s20a,x20,22.653658167857934,11.32691472475837
12,MG1,s22b,x22,33.877830188978095,16.938553540224955
12,MG1,s24c,x24,35.20012706800948,17.6000337012946
12,MG1,s28a,x28,33.71741074177918,16.858834003888084
12,MG1,s29b,x29,0.0,0.0
12,MG1,s30c,x30,35.20012759840215,17.600035181408344
12,MG1,s31c,x31,8.800030401300196,4.400006648255661
12,MG1,s32c,x32,8.800030433534847,4.400006682234795
12,MG1,s33a,x33,34.0882662727219,17.044263051342757
12,FEEDER,s34c,x34,22.430569682834054,11.215255941401153
12,FEEDER,s52a,x52,23.51997435383119,11.760082631363293
12,FEEDER,s53a,x53,23.519971313154908,11.760090474698082
12,FEEDER,s55a,x55,10.930052573478278,5.465077113406859
12,FEEDER,s56b,x56,11.759907148953335,5.879818319330611
12,FEEDER,s58b,x58,11.639629580533095,5.819675500994923
12,FEEDER,s59b,x59,11.75988669788801,5.879791721197403
12,FEEDER,s60a,x60,11.759980349245387,5.880065382774227
12,FEEDER,s62c,x62,21.923759466118558,10.961800887612863
12,FEEDER,s63a,x63,23.51996077434536,11.76013199409049
12,FEEDER,s64b,x64,43.08388362023231,20.105232243419977
12,FEEDER,s65a,x65,13.36160675946171,1.166006718305463
12,FEEDER,s65b,x65,13.606954592911832,1.3411701074606706
12,FEEDER,s65c,x65,27.50239981420026,2.888671291802195
12,FEEDER,s66c,x66,44.10027891218806,20.579991023013648
12,FEEDER,s68a,x68,11.847545240875172,5.923853188231687
12,FEEDER,s69a,x69,23.649281568045932,11.824801683382033
12,FEEDER,s70a,x70,11.808419770935416,5.904290251472711
12,FEEDER,s71a,x71,23.598551457489318,11.7994363664313
12,MG2,s73c,x73,35.5750637593555,17.787390553311003
12,MG2,s74c,x74,38.975115235045635,19.487403211476597
12,MG2,s75c,x75,35.40673157578867,17.703225082701522
12,MG2,s76a,x76,69.98021764644125,4.29723897604569
12,MG2,s76b,x76,43.82708493427335,2.889895801186304
12,MG2,s76c,x76,44.814880706795435,4.913261636647923
12,MG2,s77b,x77,35.199502332243725,17.59916576582753
12,MG2,s79a,x79,38.73682081652183,19.368683383875187
12,MG2,s80b,x80,35.19949605381904,17.59915615547789
12,MG2,s82a,x82,35.51667751894344,17.758596620673963
12,MG2,s83a,x83,0.0,0.0
12,MG2,s84c,x84,17.91905640700716,8.959451621722286
12,MG2,s85c,x85,35.76702538566195,17.883359788754674
12,MG2,s86b,x86,17.599745274051042,8.79958600971225
12,MG2,s87b,x87,35.199480137367466,17.59915455144449
12,MG2,s88a,x88,35.199945733997325,17.60023951266701
12,MG2,s90b,x90,34.10099422136269,17.04997488663992
12,MG2,s92c,x92,35.98499355842681,17.992332110631246
12,MG2,s94a,x94,35.199945157337865,17.600245236331713
12,MG2,s95b,x95,17.599734776421236,8.799567995146184
12,MG2,s96b,x96,17.599733677463988,8.79956689771998
12,FEEDER,s98a,x98,23.668738595226817,11.834536818534701
12,FEEDER,s99b,x99,23.519697616806464,11.759468812818376
12,FEEDER,s100c,x100,26.436704588464206,13.21824551058182
12,MG3,add44,44,999.9981169157909,299.9969344461466
12,MG4,add108,108,998.1469291229469,299.4404227626203
13,FEEDER,s1a,x1,23.296077109170458,11.648110432168778
13,FEEDER,s2b,x2,11.648076572217628,5.824186974032132
13,FEEDER,s4c,x4,23.296034408369387,11.648167187447793
13,FEEDER,s5c,x5,11.516838701585707,5.758488247289498
13,FEEDER,s6c,x6,22.76281193727003,11.381535011727008
13,FEEDER,s7a,x7,11.648049457220052,5.824053662528795
13,FEEDER,s9a,x9,23.296115090566904,11.648106645660143
13,FEEDER,s10a,x10,11.346677890036288,5.673356428963951
13,FEEDER,s11a,x11,22.111521023068914,11.055784779950933
13,FEEDER,s12b,x12,11.64810467881584,5.824229014609933
13,FEEDER,s16c,x16,23.296010512218235,11.648218117335485
13,FEEDER,s17c,x17,11.648004706357769,5.824108495617744
13,FEEDER,s19a,x19,23.296143333859394,11.648130789866359
13,FEEDER,s20a,x20,22.458003507197578,11.229043691030984
13,MG1,s22b,x22,32.807540460766916,16.404295505857363
13,MG1,s24c,x24,34.00012642460565,17.000471272881732
13,MG1,s28a,x28,32.613887756808545,16.307021032165352
13,MG1,s29b,x29,0.0,0.0
13,MG1,s30c,x30,34.00012760509474,17.000480891237995
13,MG1,s31c,x31,8.500012510767048,4.250095017305037
13,MG1,s32c,x32,8.500012800278537,4.250095309594546
13,MG1,s33a,x33,32.97440060503901,16.487281737205027
13,FEEDER,s34c,x34,22.259303075322375,11.129833642677397
13,FEEDER,s52a,x52,23.29615681773294,11.648078938648915
13,FEEDER,s53a,x53,23.296167569070185,11.64806727531647
13,FEEDER,s55a,x55,10.843907685875159,5.421926916286963
13,FEEDER,s56b,x56,11.648144110977155,5.824290049890499
13,FEEDER,s58b,x58,11.538301548571573,5.769377403203567
13,FEEDER,s59b,x59,11.648177054600122,5.824334698394485
13,FEEDER,s60a,x60,11.648108270471731,5.8240016627810105
13,FEEDER,s62c,x62,21.76273188050651,10.881609250484242
13,FEEDER,s63a,x63,23.296219090137843,11.648004404927796
13,FEEDER,s64b,x64,42.714844189111815,19.9345486162861
13,FEEDER,s65a,x65,13.262620908603065,1.1588076914879484
13,FEEDER,s65b,x65,13.501050046220934,1.3292150645555927
13,FEEDER,s65c,x65,27.29578475153623,2.8679301683897065
13,FEEDER,s66c,x66,43.679790396117546,20.384404258607603
13,FEEDER,s68a,x68,11.756418236744452,5.8781268345328925
13,FEEDER,s69a,x69,23.467802983035654,11.733737326320007
13,FEEDER,s70a,x70,11.717954870682897,5.858895495231902
13,FEEDER,s71a,x71,23.4179308924218,11.708801726634775
13,MG2,s73c,x73,34.47098763316423,17.23589852889662
13,MG2,s74c,x74,37.77349328088001,18.887187799809876
13,MG2,s75c,x75,34.31330825222305,17.157057209319618
13,MG2,s76a,x76,67.69007990383366,4.165525630217642
13,MG2,s76b,x76,42.389979058942906,2.7937145446022322
13,MG2,s76c,x76,43.39634740135853,4.754820864230951
13,MG2,s77b,x77,34.00077194971684,17.001335592843006
13,MG2,s79a,x79,37.525489753111906,18.76246082365397
13,MG2,s80b,x80,34.000781590417226,17.00135094136788
13,MG2,s82a,x82,34.40260952587949,17.20103939526537
13,MG2,s83a,x83,0.0,0.0
13,MG2,s84c,x84,17.364461660445876,8.682442103619175
13,MG2,s85c,x85,34.66233314244662,17.331588444132414
13,MG2,s86b,x86,17.000392890617995,8.50066510197558
13,MG2,s87b,x87,34.00079858724086,17.001356671692538
13,MG2,s88a,x88,34.050535096353556,17.025000400702595
13,MG2,s90b,x90,32.99038017324319,16.49604964337448
13,MG2,s92c,x92,34.85955544927006,17.430202793799328
13,MG2,s94a,x94,34.00040496676433,17.000028197631575
13,MG2,s95b,x95,17.00040528194885,8.500692347597589
